RIC,WeeklyPrice,Dateweek,issuedate,Currency,Countryissd,Amountissd,RRating,Industry,treat,gbd,dummynewlyissued,dummypricesoilplunge,currency_group,countryissd_group,rr4ting_group,industry_group,idrics,resmatr,logresmatr,duration,duplicates,cyg1,cyg2,cyg3,cyg4,cyg5,cyg6,cyg7,cyg8,cyg9,cyg10,cyg11,cyg12,cyg13,cyg14,cyg15,cyg16,cyg17,cyg18,cyg19,cyg20,cyg21,cyg22,cyg23,cyg24,cyg25,cyg26,cyg27,cyg28,cyg29,cyg30,cyg31,coung1,coung2,coung3,coung4,coung5,coung6,coung7,coung8,coung9,coung10,coung11,coung12,coung13,coung14,coung15,coung16,coung17,coung18,coung19,coung20,coung21,coung22,coung23,coung24,coung25,coung26,coung27,coung28,coung29,coung30,coung31,coung32,coung33,coung34,coung35,coung36,coung37,coung38,coung39,coung40,coung41,coung42,rrg1,rrg2,rrg3,rrg4,rrg5,rrg6,rrg7,rrg8,rrg9,indg1,indg2,indg3,indg4,indg5,indg6,indg7,indg8,indg9,indg10,logAmountissd,_pscore,_treated,_support,_weight,_WeeklyPrice,_id,_n1,_nn,_pdif,greenplunge
83417KDY1=,87.4177,3/8/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706704,670702,1,.0001144136192306,0
83417KDY1=,87.3665,3/9/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.8497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8192297111896748,Treated,On support,1,101.795,707328,670727,1,.0000374069222133,0
83417KDY1=,86.32899999999999,3/10/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,15.9981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.9281705800637842,Treated,On support,1,99.96729999999999,714214,671587,1,.0000710116670234,0
83417KDY1=,86.2941,3/13/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706705,670702,1,.0001144136192306,0
83417KDY1=,86.28870000000001,3/14/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.2528999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8120351394190695,Treated,On support,1,97.036,705893,670672,1,.0001356974094767,0
83417KDY1=,86.5515,3/15/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,.1278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7715529616542977,Treated,On support,1,111.361,700232,670373,1,.0000184366485642,0
83417KDY1=,86.5166,3/16/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,2.0362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.796829507619903,Treated,On support,1,101.887,704169,670544,1,.0000319135082939,0
83417KDY1=,86.55540000000001,3/17/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,6.9229002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8534933558665807,Treated,On support,1,87.59999999999999,710291,671090,1,.0000202351069356,0
83417KDY1=,86.6383,3/20/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,7.0481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8547900924944627,Treated,On support,1,102.096,710362,671107,1,.000211156349519,0
83417KDY1=,86.7212,3/21/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,2.2116001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7990657778319739,Treated,On support,1,107.367,704431,670564,1,.000011832640586,0
83417KDY1=,86.8223,3/22/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,6.9292002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8535587919561197,Treated,On support,1,87.59999999999999,710305,671090,1,.0000856711964746,0
83417KDY1=,86.83159999999999,3/23/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,5.0458002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8331209754607655,Treated,On support,1,102.741,708780,670874,1,.0000810435487724,0
83417KDY1=,86.871,3/24/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,5.8902998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.842502492018254,Treated,On support,1,98.20399999999999,709476,670948,1,.0000639701664048,0
83417KDY1=,86.8951,3/27/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706706,670702,1,.0001144136192306,0
83417KDY1=,86.76730000000001,3/28/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,18.758801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.9437727632097728,Treated,On support,1,100.871,715059,671668,1,.0002220725490939,0
83417KDY1=,86.87860000000001,3/29/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,4.4412999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8261887301945666,Treated,On support,1,97.28100000000001,708045,670794,1,.0001042967141337,0
83417KDY1=,86.85850000000001,3/30/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,15.9416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.927819681647809,Treated,On support,1,104.7249,714199,671586,1,.0001452386131505,0
83417KDY1=,86.9718,3/31/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,6.8225002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8524478801513677,Treated,On support,1,107.3255,710188,671078,1,.0000537309683575,0
83417KDY1=,87.0848,4/3/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,.76709998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.780211357857673,Treated,On support,1,88.6836,701885,670452,1,.0003560665683779,0
83417KDY1=,87.07940000000001,4/4/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.7035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8174833988128872,Treated,On support,1,99.024,707026,670713,1,.0000327143359541,0
83417KDY1=,87.13639999999999,4/5/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706707,670702,1,.0001144136192306,0
83417KDY1=,87.14579999999999,4/6/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,1.3016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7873035357545017,Treated,On support,1,114.8015,702791,670493,1,.0000132113331219,0
83417KDY1=,87.00790000000001,4/7/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706708,670702,1,.0001144136192306,0
83417KDY1=,86.97110000000001,4/10/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706709,670702,1,.0001144136192306,0
83417KDY1=,87.167,4/11/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,4.0351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8214291363721173,Treated,On support,1,98.75,707692,670752,1,.0000181057558495,0
83417KDY1=,87.176,4/12/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,6.8930998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8531835611504537,Treated,On support,1,96.45,710259,671087,1,.0001035104166597,0
83417KDY1=,87.3443,4/13/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,4.2501998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8239596775191804,Treated,On support,1,101.025,707887,670779,1,.000018829056482,0
83417KDY1=,87.3443,4/14/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,7.2382002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8567442173853078,Treated,On support,1,100.731,710464,671120,1,.0000863155924075,0
83417KDY1=,87.3535,4/17/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706710,670702,1,.0001144136192306,0
83417KDY1=,87.493,4/18/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,1.9261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7954182237208349,Treated,On support,1,107.215,703928,670538,1,9.79822209812e-07,0
83417KDY1=,87.4766,4/19/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706711,670702,1,.0001144136192306,0
83417KDY1=,87.3845,4/20/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,11.807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8984201520806087,Treated,On support,1,98.34999999999999,712368,671417,1,.0000188696832142,0
83417KDY1=,87.43770000000001,4/21/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,3.7953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8185811480268426,Treated,On support,1,100.573,707214,670724,1,8.81046687518e-06,0
83417KDY1=,87.3309,4/24/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,1.188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7858074825907944,Treated,On support,1,100.742,702569,670488,1,.000335672216944,0
83417KDY1=,87.22410000000001,4/25/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,11.6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8972542859049314,Treated,On support,1,103.067,712326,671411,1,.0000838939039564,0
83417KDY1=,87.3095,4/26/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,.34169999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.774471061825279,Treated,On support,1,118.83,700808,670405,1,.0000323854178254,0
83417KDY1=,87.3622,4/27/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,16.1756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.9292644415384939,Treated,On support,1,105.3557,714269,671589,1,.0001148792045316,0
83417KDY1=,87.35720000000001,4/28/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,2.3343999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.800622594783261,Treated,On support,1,102.283,704621,670576,1,.000092825851617,0
83417KDY1=,87.3083,5/1/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,1.9536999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.7957725518193582,Treated,On support,1,102.11,703985,670539,1,.0002726227280111,0
83417KDY1=,87.37560000000001,5/2/2017,17-9-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,0,1,1,1,1,3,6.5,1.8718022,11.8311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8986136592213217,Treated,On support,1,100.342,712377,671419,1,.0000209293655186,0
83417KED6=,97.41889999999999,11/6/2015,27-8-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,1,1,1,1,1,4,6.5,1.8718022,3.5855999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8160674708227296,Treated,On support,1,102.5784,706712,670702,1,.0001144136192306,1
83417KED6=,97.4337,11/9/2015,27-8-2015,US Dollar,United States,5000000,NR,ELECTRIC,1,1,1,1,1,1,1,1,4,6.5,1.8718022,7.1557999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.424949,.8558993790841362,Treated,On support,1,109.35,710416,671116,1,.0000180026971228,1
